[format] $ npm run format

> evolution-hub@0.0.1 format
src/pages/tools/index.astro 22ms (unchanged)
src/pages/tools/prompt-enhancer/app.astro 6ms (unchanged)
src/pages/tools/prompt-enhancer/index.astro 2ms (unchanged)
src/pages/tools/video-enhancer/app.astro 5ms (unchanged)
src/pages/tools/voice-visualizer/app.astro 3ms (unchanged)
src/pages/tools/webscraper/app.astro 15ms (unchanged)
src/pages/verify-email.astro 22ms (unchanged)
src/pages/welcome-profile.astro 18ms (unchanged)
src/pages/welcome.astro 9ms (unchanged)
src/scripts/blog-post-enhancements.ts 5ms (unchanged)
src/scripts/landing-bg.ts 14ms (unchanged)
src/scripts/neural-mesh.ts 13ms (unchanged)
src/scripts/orchestrate-entrance.ts 13ms (unchanged)
src/scripts/settings.ts 28ms (unchanged)
src/server/actions.ts 3ms (unchanged)
src/server/utils/hashing.ts 2ms (unchanged)
src/server/utils/jwt.ts 4ms (unchanged)
src/server/utils/logger-factory.ts 9ms (unchanged)
src/server/utils/logger.ts 5ms (unchanged)
src/setupTests.ts 5ms (unchanged)
src/stores/activityStore.ts 3ms (unchanged)
src/stores/comment-store.ts 15ms (unchanged)
src/stores/index.ts 1ms (unchanged)
src/stores/notificationStore.ts 3ms (unchanged)
src/stores/projectStore.ts 5ms (unchanged)
src/stores/quickActionStore.ts 4ms (unchanged)
src/types/astro-fonts-internal.d.ts 1ms (unchanged)
src/types/blog.ts 1ms (unchanged)
src/types/dashboard.ts 2ms (unchanged)
src/types/logger.ts 3ms (unchanged)
src/types/stubs/rate-limiter.d.ts 1ms (unchanged)
src/types/ts-src-shims.d.ts 5ms (unchanged)
src/types/webscraper.ts 1ms (unchanged)
src/types/ws.d.ts 1ms (unchanged)
src/utils/feature-flags.ts 2ms (unchanged)
src/utils/i18n.ts 5ms (unchanged)
src/utils/sanitizeReturnTo.test.ts 2ms (unchanged)
src/utils/sanitizeReturnTo.ts 1ms (unchanged)
tests/e2e/specs/blog-i18n-seo.spec.ts 3ms (unchanged)
tests/integration/ai-image-enhancer.test.ts 19ms (unchanged)
tests/integration/api/admin-audit-logs.test.ts 5ms (unchanged)
tests/integration/api/admin-auth-checks.test.ts 3ms (unchanged)
tests/integration/api/admin-backup.test.ts 3ms (unchanged)
tests/integration/api/admin-comments.test.ts 2ms (unchanged)
tests/integration/api/admin-credits-deduct.test.ts 2ms (unchanged)
tests/integration/api/admin-credits.test.ts 2ms (unchanged)
tests/integration/api/admin-rate-limits.test.ts 2ms (unchanged)
tests/integration/api/admin-sessions.test.ts 3ms (unchanged)
tests/integration/api/admin-users-credits.test.ts 2ms (unchanged)
tests/integration/api/admin-users-set-plan.test.ts 3ms (unchanged)
tests/integration/api/ai-video/generate.test.ts 5ms (unchanged)
tests/integration/api/comments-routes.test.ts 3ms (unchanged)
tests/integration/api/debug-logs-stream.test.ts 3ms (unchanged)
tests/integration/api/prompt/usage.test.ts 2ms (unchanged)
tests/integration/api/r2-ai-proxy.test.ts 2ms (unchanged)
tests/integration/api/voice/transcribe-and-poll.test.ts 4ms (unchanged)
tests/integration/api/voice/transcribe.test.ts 2ms (unchanged)
tests/integration/api/voice/usage.test.ts 2ms (unchanged)
tests/integration/api/webscraper.test.ts 3ms (unchanged)
tests/integration/auth.test.ts 6ms (unchanged)
tests/integration/billing-api.test.ts 16ms (unchanged)
tests/integration/blog.test.ts 5ms (unchanged)
tests/integration/comments-api.test.ts 5ms (unchanged)
tests/integration/comments.test.ts 16ms (unchanged)
tests/integration/csp-report.test.ts 3ms (unchanged)
tests/integration/dashboard-api.test.ts 16ms (unchanged)
tests/integration/kv-usage.test.ts 3ms (unchanged)
tests/integration/lead-magnet-api.test.ts 11ms (unchanged)
tests/integration/magic-link-happy.test.ts 3ms (unchanged)
tests/integration/magic-link.test.ts 4ms (unchanged)
tests/integration/newsletter-api.test.ts 8ms (unchanged)
tests/integration/projects-api.test.ts 19ms (unchanged)
tests/integration/prompt-enhance-api.test.ts 6ms (unchanged)
tests/integration/prompt-enhance-multipart.test.ts 4ms (unchanged)
tests/integration/routing/blog-i18n-seo-integration.test.ts 5ms (unchanged)
tests/integration/routing/blog-routes.test.ts 2ms (unchanged)
tests/integration/routing/headers.test.ts 2ms (unchanged)
tests/integration/routing/lang-alias.test.ts 1ms (unchanged)
tests/integration/routing/locale-routing.test.ts 3ms (unchanged)
tests/integration/routing/seo-hreflang.test.ts 2ms (unchanged)
tests/integration/routing/voice-visualizer-permissions.test.ts 1ms (unchanged)
tests/integration/setup/global-setup.ts 7ms (unchanged)
tests/integration/user-avatar-api.test.ts 13ms (unchanged)
tests/integration/verify-email.test.ts 3ms (unchanged)
tests/mocks/astro-content.ts 1ms (unchanged)
tests/performance/rate-limiting-perf.test.ts 14ms (unchanged)
tests/performance/run-load-tests.ts 11ms (unchanged)
tests/shared/auth.ts 3ms (unchanged)
tests/shared/http.ts 13ms (unchanged)
tests/src/helpers/rateLimiter.ts 1ms (unchanged)
tests/src/legacy/config/test-config.ts 5ms (unchanged)
tests/src/legacy/utils/database-helpers.ts 8ms (unchanged)
tests/src/legacy/utils/logger.ts 9ms (unchanged)
tests/src/legacy/utils/server-helpers.ts 15ms (unchanged)
tests/src/lib/auth-v2.test.ts 4ms (unchanged)
tests/src/pages/api/ai-video/generate.test.ts 7ms (unchanged)
tests/src/pages/api/auth/login-405.test.ts 2ms (unchanged)
tests/src/pages/api/auth/login-logger.test.ts 10ms (unchanged)
tests/src/pages/api/auth/login-service.test.ts 9ms (unchanged)
tests/src/pages/api/auth/login.test.ts 7ms (unchanged)
tests/src/pages/api/dashboard/activity._test.ts 7ms (unchanged)
tests/src/pages/api/dashboard/perform-action._test.ts 13ms (unchanged)
tests/src/pages/api/dashboard/projects._test.ts 7ms (unchanged)
tests/src/pages/api/projects/index._test.ts 9ms (unchanged)
tests/src/pages/api/tools._test.ts 4ms (unchanged)
tests/src/pages/api/user/me.test.ts 6ms (unchanged)
tests/src/pages/api/user/profile.test.ts 14ms (unchanged)
tests/src/scripts/blog-post-enhancements.test.ts 2ms (unchanged)
tests/src/server/utils/hashing.test.ts 2ms (unchanged)
tests/src/server/utils/jwt.test.ts 3ms (unchanged)
tests/types/upstash-kv.d.ts 1ms (unchanged)
tests/unit/account/delete-account-section.test.tsx 3ms (unchanged)
tests/unit/ai-image-provider-mapping.test.ts 3ms (unchanged)
tests/unit/ai-image/aiimage-retry.test.ts 3ms (unchanged)
tests/unit/ai-jobs-provider-mapping.test.ts 3ms (unchanged)
tests/unit/api/account-delete.test.ts 5ms (unchanged)
tests/unit/blog-sorting.spec.ts 4ms (unchanged)
tests/unit/comment-components.test.tsx 11ms (unchanged)
tests/unit/comment-service-simple.test.ts 6ms (unchanged)
tests/unit/comment-service.test.ts 18ms (unchanged)
tests/unit/components/BlogCTA.test.ts 1ms (unchanged)
tests/unit/components/BlogPost.test.ts 1ms (unchanged)
tests/unit/components/imag-enhancer/CreditsPanel.test.tsx 2ms (unchanged)
tests/unit/components/imag-enhancer/ModelControls.test.tsx 2ms (unchanged)
tests/unit/components/imag-enhancer/UploadSection.test.tsx 2ms (unchanged)
tests/unit/dashboard/billing-card.test.tsx 3ms (unchanged)
tests/unit/dashboard/projectStore.test.ts 6ms (unchanged)
tests/unit/dashboard/quickActionStore.test.ts 3ms (unchanged)
tests/unit/hooks/imag-enhancer/useClipboardImagePaste.test.ts 2ms (unchanged)
tests/unit/hooks/imag-enhancer/useCompareInteractions.test.tsx 7ms (unchanged)
tests/unit/hooks/imag-enhancer/useGlobalShortcuts.test.ts 2ms (unchanged)
tests/unit/hooks/imag-enhancer/usePlanGating.test.ts 3ms (unchanged)
tests/unit/hooks/imag-enhancer/useViewportUiMetrics.test.ts 3ms (unchanged)
tests/unit/i18n.test.ts 3ms (unchanged)
tests/unit/imag-enhancer/help-modal-focus.test.tsx 2ms (unchanged)
tests/unit/imag-enhancer/keyboard-shortcuts.test.tsx 5ms (unchanged)
tests/unit/lib/aos.test.ts 5ms (unchanged)
tests/unit/security/deprecated-logging.test.ts 7ms (unchanged)
tests/unit/services/provider-error-mapping.test.ts 1ms (unchanged)
tests/unit/services/webscraper-service.test.ts 6ms (unchanged)
tests/unit/spam-detection.test.ts 4ms (unchanged)
tests/unit/telemetry/telemetry-client.test.ts 2ms (unchanged)
tests/unit/testimonials-loader.test.ts 4ms (unchanged)
tests/unit/utils/logger.test.ts 20ms (unchanged)
tests/unit/utils/mime.test.ts 2ms (unchanged)
tests/unit/validation/billing-schema.test.ts 1ms (unchanged)
tests/unit/validation/dashboard-schema.test.ts 1ms (unchanged)
tests/unit/validation/errors.test.ts 1ms (unchanged)
tests/unit/validation/newsletter-schema.test.ts 1ms (unchanged)
tests/unit/validation/newsletter-unsubscribe-schema.test.ts 1ms (unchanged)
tests/unit/validation/prompt-schema.test.ts 2ms (unchanged)
tests/unit/validation/templates-schema.test.ts 1ms (unchanged)
tests/unit/validation/users-sync-schema.test.ts 1ms (unchanged)
tests/unit/validation/webscraper-schema.test.ts 1ms (unchanged)
tests/unit/voice-stream-aggregator.test.ts 3ms (unchanged)
scripts/ae-run.mjs 5ms (unchanged)
scripts/align-de-to-en.mjs 2ms (unchanged)
scripts/blog-images-audit.ts 3ms (unchanged)
scripts/blog-images-generate.ts 2ms (unchanged)
scripts/coming-soon-client.ts 3ms (unchanged)
scripts/deploy.ts 3ms (unchanged)
scripts/dev-menu.ts 49ms (unchanged)
scripts/dev/docs-linkgraph.mjs 5ms (unchanged)
scripts/dev/gen-cascade-rules-coverage.mjs 4ms (unchanged)
scripts/dev/gen-memory-index.mjs 5ms (unchanged)
scripts/dev/memory-audit.mjs 7ms (unchanged)
scripts/dev/patch-windsurf-rules.mjs 2ms (unchanged)
scripts/dev/sync-windsurf-rules.mjs 1ms (unchanged)
scripts/dev/update-windsurf-rules.mjs 3ms (unchanged)
scripts/dev/verify-enhancer-download.mjs 4ms (unchanged)
scripts/doc-drift.mjs 2ms (unchanged)
scripts/doc-inventory.mjs 6ms (unchanged)
scripts/doc-links.mjs 4ms (unchanged)
scripts/docs-auto-fix.ts 7ms (unchanged)
scripts/docs-disable-md051.ts 2ms (unchanged)
scripts/docs-fix-anchors.ts 6ms (unchanged)
scripts/docs-fix-heading-levels.ts 3ms (unchanged)
scripts/docs-harmonize-anchors.ts 9ms (unchanged)
scripts/docs-link-audit.mjs 2ms (unchanged)
scripts/emoji-to-icon-codemod.mjs 7ms (unchanged)
scripts/fix-blog-images.ts 4ms (unchanged)
scripts/fix-de-faq-structure.mjs 4ms (unchanged)
scripts/gen-env-doc.mjs 2ms (unchanged)
scripts/gen-openapi.mjs 5ms (unchanged)
scripts/generate-test-fixtures.ts 1ms (unchanged)
scripts/generate-wordmark-outlined.ts 5ms (unchanged)
scripts/health-check.ts 4ms (unchanged)
scripts/hygiene-copy.mjs 1ms
scripts/hygiene-to-assistant.mjs 2ms (unchanged)
scripts/i18n-copy-de-to-en.mjs 2ms (unchanged)
scripts/i18n-diff.mjs 4ms (unchanged)
scripts/i18n-diff.ts 4ms (unchanged)
scripts/i18n-empty-report.mjs 2ms (unchanged)
scripts/i18n-fill-missing.mjs 3ms (unchanged)
scripts/i18n-identical.mjs 3ms (unchanged)
scripts/i18n-migrate-paths.mjs 4ms (unchanged)
scripts/i18n-prune-unused.mjs 3ms (unchanged)
scripts/i18n-validate.mjs 3ms (unchanged)
scripts/migrate-imports.js 6ms (unchanged)
scripts/migrate-imports.mjs 7ms (unchanged)
scripts/migrate-imports.ts 8ms (unchanged)
scripts/normalize-routes-links.mjs 1ms (unchanged)
scripts/onboarding.ts 10ms (unchanged)
scripts/quality-check.js 3ms (unchanged)
scripts/remark/remark-demote-h1.ts 1ms (unchanged)
scripts/resend-check.mjs 5ms (unchanged)
scripts/run-hygiene.mjs 3ms
scripts/sanitize-locale.mjs 2ms (unchanged)
scripts/security/scan-secrets.mjs 3ms (unchanged)
scripts/setup-local-dev.js 19ms (unchanged)
scripts/setup-local-dev.ts 16ms (unchanged)
scripts/smoke-inject-enhancer.mjs 3ms (unchanged)
scripts/warmup.ts 9ms (unchanged)
scripts/zod-openapi-diff.ts 6ms (unchanged)
scripts/zod-openapi-pilot.ts 3ms (unchanged)
.lintstagedrc.json 1ms (unchanged)
.markdownlint.json 1ms (unchanged)
.prettierrc.json 0ms (unchanged)
api-extractor.json 1ms (unchanged)
blog-post-content-type.json 1ms (unchanged)
cache-rules-ci.json 1ms (unchanged)
cache-rules-create.json 1ms (unchanged)
cache-rules-rules.json 1ms (unchanged)
cf-create-ruleset.json 1ms (unchanged)
CHANGELOG_COMMENT_SYSTEM.md 31ms (unchanged)
CHANGELOG.md 7ms (unchanged)
CLAUDE.md 20ms (unchanged)
CODE_OF_CONDUCT.md 2ms (unchanged)
combined-rules.json 1ms (unchanged)
CONTRIBUTING.md 37ms (unchanged)
developer.mozilla.org--mdn-web-docs--20251025-090628_scrapedwithhub-evolutioncom.json 3ms (unchanged)
existing-rules.json 1ms (unchanged)
lighthouse-report-de.json 169ms (unchanged)
lighthouse-report-en.json 143ms (unchanged)
package.json 1ms (unchanged)
README.md 26ms (unchanged)
resp_cf_ok.json 0ms (unchanged)
resp_cf_sd15.json 1ms (unchanged)
resp_g2.json 1ms (unchanged)
resp_prod.json 1ms (unchanged)
resp_repl.json 0ms (unchanged)
resp_sdxl.json 0ms (unchanged)
resp.json 0ms (unchanged)
resp2.json 0ms (unchanged)
ruleset-current-staging.json 1ms (unchanged)
rulesets-list.json 0ms (unchanged)
rulesets-staging-list.json 1ms (unchanged)
staging-rules.json 1ms (unchanged)
tsconfig.ai.json 0ms (unchanged)
tsconfig.astro-check.json 0ms (unchanged)
tsconfig.astro-check.ui.json 1ms (unchanged)
tsconfig.astro.json 0ms (unchanged)
tsconfig.build.json 0ms (unchanged)
tsconfig.json 1ms (unchanged)
tsconfig.src.json 0ms (unchanged)
tsdoc.json 1ms (unchanged)
update-payload.json 1ms (unchanged)
update-staging.json 1ms (unchanged)
